customer_id,recency_days,frequency,monetary,first_order,country,channel,tenure_days,avg_order_value,r_score,f_score,m_score,rfm_score,segment
C51039,171,1,174.3,2024-07-14,Germany,Organic Search,171,174.3,2,1,2,5,Hibernating
C51040,1,1,100.72,2024-12-31,Germany,Paid Social,1,100.72,5,1,1,7,New / Promising
C51041,35,1,375.08,2024-11-27,Germany,Organic Search,35,375.08,4,1,3,8,New / Promising
C51042,460,1,163.10999999999999,2023-09-29,Austria,Direct,460,163.10999999999999,1,1,2,4,Hibernating
C51043,507,1,62.260000000000005,2023-08-13,France,Email,507,62.260000000000005,1,1,1,3,Hibernating
C51044,57,4,1075.37,2024-03-09,Germany,Paid Social,298,268.8425,3,5,5,13,Loyal
C51046,331,2,160.64999999999998,2024-01-26,Germany,Paid Social,341,80.32499999999999,1,3,2,6,At Risk
C51047,189,2,140.63,2024-05-02,Germany,Direct,244,70.315,2,3,2,7,At Risk
C51048,47,4,2055.27,2024-02-10,Spain,Email,326,513.8175,4,5,5,14,Champions
C51049,39,2,30.67,2023-08-12,Netherlands,Organic Search,508,15.335,4,3,1,8,New / Promising
C51050,293,1,598.89,2024-03-14,Germany,Organic Search,293,598.89,1,1,4,6,Can't Lose Them
C51051,162,2,408.38,2024-05-14,Netherlands,Paid Social,232,204.19,2,3,3,8,At Risk
C51052,95,3,577.51,2023-01-10,Italy,Organic Search,722,192.50333333333333,3,4,4,11,Loyal
C51053,31,2,999.54,2023-11-29,Germany,Direct,399,499.77,4,3,5,12,Loyal
C51055,345,1,449.97,2024-01-22,Germany,Organic Search,345,449.97,1,1,3,5,Hibernating
C51056,96,1,234.42,2024-09-27,France,Referral,96,234.42,3,1,2,6,Needs Attention
C51057,38,1,1321.2800000000002,2024-11-24,Netherlands,Paid Social,38,1321.2800000000002,4,1,5,10,New / Promising
C51058,29,7,1906.33,2024-05-09,Austria,Organic Search,237,272.3328571428571,4,5,5,14,Champions
C51059,237,2,109.80000000000001,2023-06-09,Germany,Email,572,54.900000000000006,2,3,1,6,At Risk
C51060,34,6,890.73,2024-08-23,Germany,Organic Search,131,148.455,4,5,4,13,Champions
C51061,15,1,484.34000000000003,2024-12-17,Netherlands,Paid Social,15,484.34000000000003,5,1,3,9,New / Promising
C51063,34,6,1174.73,2024-03-14,Germany,Direct,293,195.78833333333333,4,5,5,14,Champions
C51064,50,6,1790.42,2023-05-19,Germany,Paid Social,593,298.40333333333336,4,5,5,14,Champions
C51065,27,3,280.9,2024-11-23,Germany,Email,39,93.63333333333333,4,4,2,10,Potential Loyal
C51066,35,5,1228.4299999999998,2023-05-20,France,Organic Search,592,245.68599999999998,4,5,5,14,Champions
C51067,13,1,309.37,2024-12-19,Germany,Email,13,309.37,5,1,3,9,New / Promising
C51068,1,1,120.96,2024-12-31,Germany,Organic Search,1,120.96,5,1,1,7,New / Promising
C51069,22,9,3078.03,2023-02-02,Netherlands,Email,699,342.00333333333333,5,5,5,15,Champions
C51070,43,3,767.3299999999999,2023-05-05,Germany,Organic Search,607,255.77666666666664,4,4,4,12,Champions
C51071,35,3,589.94,2024-03-04,Germany,Direct,303,196.64666666666668,4,4,4,12,Champions
C51073,164,1,336.97,2024-07-21,Spain,Paid Social,164,336.97,2,1,3,6,Hibernating
C51075,138,1,735.52,2024-08-16,Germany,Organic Search,138,735.52,2,1,4,7,Can't Lose Them
C51076,386,1,80.61,2023-12-12,Germany,Referral,386,80.61,1,1,1,3,Hibernating
C51077,243,1,106.98,2024-05-03,Netherlands,Organic Search,243,106.98,2,1,1,4,Hibernating
C51078,38,1,824.83,2024-11-24,Germany,Organic Search,38,824.83,4,1,4,9,New / Promising
C51080,626,1,263.43,2023-04-16,Germany,Paid Social,626,263.43,1,1,2,4,Hibernating
C51082,408,1,439.83,2023-11-20,Netherlands,Paid Social,408,439.83,1,1,3,5,Hibernating
C51083,30,3,1221.71,2024-07-04,Italy,Organic Search,181,407.2366666666667,4,4,5,13,Champions
C51084,87,2,1327.03,2024-01-16,France,Organic Search,351,663.515,3,3,5,11,Loyal
C51089,17,1,365.58,2024-12-15,Germany,Email,17,365.58,5,1,3,9,New / Promising
C51090,16,5,1118.83,2024-11-30,Germany,Email,32,223.766,5,5,5,15,Champions
C51093,306,1,27.63,2024-03-01,Germany,Paid Social,306,27.63,1,1,1,3,Hibernating
C51094,10,1,678.11,2024-12-22,Spain,Email,10,678.11,5,1,4,10,New / Promising
C51095,38,1,378.25,2024-11-24,Germany,Paid Social,38,378.25,4,1,3,8,New / Promising
C51099,11,3,91.22,2024-05-12,Netherlands,Organic Search,234,30.406666666666666,5,4,1,10,New / Promising
C51100,10,2,384.87,2024-12-15,Germany,Email,17,192.435,5,3,3,11,Loyal
C51101,302,1,359.88,2024-03-05,Germany,Email,302,359.88,1,1,3,5,Hibernating
C51103,113,1,222.03,2024-09-10,Austria,Referral,113,222.03,3,1,2,6,Needs Attention
C51106,33,2,235.81,2024-07-02,Spain,Referral,183,117.905,4,3,2,9,Potential Loyal
C51107,74,2,261.1,2024-09-02,Austria,Paid Social,121,130.55,3,3,2,8,Potential Loyal
C51108,34,5,1327.53,2023-03-12,Netherlands,Paid Social,661,265.506,4,5,5,14,Champions
C51109,162,2,283.63,2023-05-01,Netherlands,Email,611,141.815,2,3,2,7,At Risk
C51110,36,2,642.2,2024-11-20,Spain,Email,42,321.1,4,3,4,11,Loyal
C51114,92,2,2123.6600000000003,2024-09-05,Germany,Email,118,1061.8300000000002,3,3,5,11,Loyal
C51117,376,2,322.24,2023-10-08,Germany,Paid Social,451,161.12,1,3,3,7,At Risk
C51119,564,1,32.89,2023-06-17,Spain,Paid Social,564,32.89,1,1,1,3,Hibernating
C51125,31,3,507.28999999999996,2023-09-08,Germany,Referral,481,169.09666666666666,4,4,3,11,Loyal
C51128,139,3,990.01,2023-04-22,Germany,Email,620,330.00333333333333,2,4,5,11,At Risk
C51129,19,2,74.37,2024-08-06,Netherlands,Direct,148,37.185,5,3,1,9,New / Promising
C51131,32,3,1357.93,2024-04-03,Netherlands,Organic Search,273,452.6433333333334,4,4,5,13,Champions
C51132,209,2,349.58,2024-03-23,Germany,Direct,284,174.79,2,3,3,8,At Risk
C51133,67,1,169.87,2024-10-26,Austria,Organic Search,67,169.87,3,1,2,6,Needs Attention
C51135,215,4,1320.28,2023-09-25,Spain,Organic Search,464,330.07,2,5,5,12,At Risk
C51136,145,1,60.78,2024-08-09,Germany,Paid Social,145,60.78,2,1,1,4,Hibernating
C51137,67,4,1031.97,2023-04-04,Netherlands,Paid Social,638,257.9925,3,5,5,13,Loyal
C51141,30,1,9.64,2024-12-02,Austria,Paid Social,30,9.64,4,1,1,6,New / Promising
C51142,242,1,246.23000000000002,2024-05-04,Germany,Direct,242,246.23000000000002,2,1,2,5,Hibernating
C51144,1,3,242.68,2024-12-13,France,Organic Search,19,80.89333333333333,5,4,2,11,Potential Loyal
C51145,398,1,112.34,2023-11-30,Italy,Organic Search,398,112.34,1,1,1,3,Hibernating
C51146,49,1,210.42000000000002,2024-11-13,France,Email,49,210.42000000000002,4,1,2,7,New / Promising
C51148,719,1,381.18,2023-01-13,Italy,Email,719,381.18,1,1,3,5,Hibernating
C51149,120,1,724.5799999999999,2024-09-03,France,Organic Search,120,724.5799999999999,3,1,4,8,Needs Attention
C51151,461,2,426.94000000000005,2023-05-12,Germany,Email,600,213.47000000000003,1,3,3,7,At Risk
C51152,8,1,914.31,2024-12-24,Germany,Email,8,914.31,5,1,4,10,New / Promising
C51153,37,2,205.68,2024-11-08,Germany,Direct,54,102.84,4,3,2,9,Potential Loyal
C51154,94,2,129.8,2024-02-13,Netherlands,Referral,323,64.9,3,3,2,8,Potential Loyal
C51155,277,1,602.97,2024-03-30,Germany,Email,277,602.97,1,1,4,6,Can't Lose Them
C51158,19,2,576.41,2024-12-06,Germany,Paid Social,26,288.205,5,3,4,12,Loyal
C51159,623,1,200.8,2023-04-19,Germany,Paid Social,623,200.8,1,1,2,4,Hibernating
C51161,135,1,231.74,2024-08-19,Austria,Email,135,231.74,3,1,2,6,Needs Attention
C51162,1,5,936.39,2024-12-05,Germany,Paid Social,27,187.278,5,5,4,14,Champions
C51163,29,1,2076.5299999999997,2024-12-03,Germany,Organic Search,29,2076.5299999999997,4,1,5,10,New / Promising
C51166,125,1,36.39,2024-08-29,Germany,Paid Social,125,36.39,3,1,1,5,Needs Attention
C51167,3,2,685.34,2024-12-18,Austria,Paid Social,14,342.67,5,3,4,12,Loyal
C51168,48,1,510.69,2024-11-14,Germany,Organic Search,48,510.69,4,1,3,8,New / Promising
C51169,15,2,68.32000000000001,2024-11-26,Germany,Direct,36,34.160000000000004,5,3,1,9,New / Promising
C51170,165,3,507.81,2023-05-13,Austria,Direct,599,169.27,2,4,3,9,At Risk
C51171,188,2,1451.1,2024-06-23,France,Email,192,725.55,2,3,5,10,At Risk
C51172,269,2,230.36,2024-03-28,Germany,Paid Social,279,115.18,1,3,2,6,At Risk
C51173,236,1,489.52,2024-05-10,Italy,Referral,236,489.52,2,1,3,6,Hibernating
C51174,24,3,1069.13,2024-11-28,Germany,Paid Social,34,356.3766666666667,4,4,5,13,Champions
C51176,281,1,552.23,2024-03-26,Germany,Organic Search,281,552.23,1,1,4,6,Can't Lose Them
C51177,368,1,194.48,2023-12-30,France,Organic Search,368,194.48,1,1,2,4,Hibernating
C51178,18,1,541.09,2024-12-14,Austria,Email,18,541.09,5,1,3,9,New / Promising
C51179,364,2,920.22,2023-08-13,Germany,Organic Search,507,460.11,1,3,4,8,At Risk
C51180,7,1,59.31,2024-12-25,Italy,Email,7,59.31,5,1,1,7,New / Promising
C51184,121,1,1642.13,2024-09-02,Italy,Email,121,1642.13,3,1,5,9,Needs Attention
C51187,307,1,22.53,2024-02-29,France,Organic Search,307,22.53,1,1,1,3,Hibernating
C51189,212,1,36.29,2024-06-03,France,Paid Social,212,36.29,2,1,1,4,Hibernating
C51190,241,1,587.42,2024-05-05,Austria,Referral,241,587.42,2,1,4,7,Can't Lose Them
C51192,146,1,691.41,2024-08-08,Spain,Organic Search,146,691.41,2,1,4,7,Can't Lose Them
C51193,162,1,39.84,2024-07-23,Germany,Referral,162,39.84,2,1,1,4,Hibernating
C51194,53,1,25.02,2024-11-09,Italy,Paid Social,53,25.02,3,1,1,5,Needs Attention
C51196,86,2,946.3,2023-03-24,Germany,Email,649,473.15,3,3,4,10,Loyal
C51197,39,1,48.06,2024-11-23,Austria,Direct,39,48.06,4,1,1,6,New / Promising
C51200,38,5,961.47,2023-05-11,Italy,Email,601,192.294,4,5,4,13,Champions
C51201,87,3,459.29,2023-12-10,Germany,Organic Search,388,153.09666666666666,3,4,3,10,Loyal
C51202,14,6,888.8,2024-10-28,Spain,Paid Social,65,148.13333333333333,5,5,4,14,Champions
C51203,97,5,1591.24,2023-10-23,Germany,Paid Social,436,318.248,3,5,5,13,Loyal
C51204,78,4,810.44,2023-12-13,France,Organic Search,385,202.61,3,5,4,12,Loyal
C51205,16,1,49.08,2024-12-16,France,Paid Social,16,49.08,5,1,1,7,New / Promising
C51207,38,4,467.54,2023-12-10,France,Organic Search,388,116.885,4,5,3,12,Loyal
C51209,12,4,2020.47,2024-11-23,Germany,Email,39,505.1175,5,5,5,15,Champions
C51211,178,2,561.47,2023-08-14,France,Organic Search,506,280.735,2,3,4,9,At Risk
C51212,216,4,849.3,2023-07-22,Germany,Organic Search,529,212.325,2,5,4,11,At Risk
C51214,11,3,589.0,2024-11-11,Germany,Email,51,196.33333333333334,5,4,4,13,Champions
C51215,126,2,847.3,2024-07-10,Germany,Direct,175,423.65,3,3,4,10,Loyal
C51216,83,2,425.82,2024-09-11,Netherlands,Direct,112,212.91,3,3,3,9,Loyal
C51217,103,6,751.86,2023-09-16,Germany,Organic Search,473,125.31,3,5,4,12,Loyal
C51219,159,2,516.98,2023-11-21,Austria,Organic Search,407,258.49,2,3,3,8,At Risk
C51220,12,3,295.05,2024-11-23,Germany,Direct,39,98.35000000000001,5,4,3,12,Loyal
C51221,35,2,690.57,2024-06-23,Germany,Organic Search,192,345.285,4,3,4,11,Loyal
C51222,12,3,592.2,2024-06-30,Austria,Organic Search,185,197.4,5,4,4,13,Champions
C51224,34,3,979.92,2024-07-30,France,Email,155,326.64,4,4,5,13,Champions
C51225,151,1,647.42,2024-08-03,Germany,Organic Search,151,647.42,2,1,4,7,Can't Lose Them
C51226,26,2,649.99,2024-11-14,Netherlands,Email,48,324.995,4,3,4,11,Loyal
C51227,30,6,1057.5,2023-11-16,Germany,Organic Search,412,176.25,4,5,5,14,Champions
C51229,503,1,22.43,2023-08-17,Germany,Organic Search,503,22.43,1,1,1,3,Hibernating
C51230,218,2,1549.0,2024-03-09,Netherlands,Paid Social,298,774.5,2,3,5,10,At Risk
C51234,68,3,1350.7,2024-03-26,France,Paid Social,281,450.23333333333335,3,4,5,12,Loyal
C51237,356,1,384.37,2024-01-11,Germany,Paid Social,356,384.37,1,1,3,5,Hibernating
C51238,2,3,552.53,2023-12-23,Germany,Direct,375,184.17666666666665,5,4,4,13,Champions
C51240,93,1,87.78,2024-09-30,Spain,Referral,93,87.78,3,1,1,5,Needs Attention
C51241,303,3,437.75,2023-02-02,Spain,Organic Search,699,145.91666666666666,1,4,3,8,At Risk
C51243,479,1,49.48,2023-09-10,Germany,Paid Social,479,49.48,1,1,1,3,Hibernating
C51246,425,3,368.74,2023-02-28,Germany,Paid Social,673,122.91333333333334,1,4,3,8,At Risk
C51248,65,2,659.43,2024-06-25,Germany,Direct,190,329.715,3,3,4,10,Loyal
C51250,598,1,150.85,2023-05-14,Spain,Organic Search,598,150.85,1,1,2,4,Hibernating
C51251,173,2,283.36,2024-07-11,Germany,Organic Search,174,141.68,2,3,2,7,At Risk
C51254,159,2,149.95,2023-01-02,Germany,Direct,730,74.975,2,3,2,7,At Risk
C51255,21,2,490.71000000000004,2024-03-03,Germany,Organic Search,304,245.35500000000002,5,3,3,11,Loyal
C51256,105,1,161.10999999999999,2024-09-18,Germany,Email,105,161.10999999999999,3,1,2,6,Needs Attention
C51258,465,1,56.49,2023-09-24,Germany,Email,465,56.49,1,1,1,3,Hibernating
C51259,33,2,1381.61,2024-01-07,Netherlands,Organic Search,360,690.805,4,3,5,12,Loyal
C51260,36,4,1706.28,2024-08-25,Spain,Email,129,426.57,4,5,5,14,Champions
C51261,160,1,140.95,2024-07-25,Germany,Email,160,140.95,2,1,2,5,Hibernating
C51267,35,1,865.29,2024-11-27,France,Paid Social,35,865.29,4,1,4,9,New / Promising
C51268,17,8,1735.6499999999999,2024-01-27,Germany,Organic Search,340,216.95624999999998,5,5,5,15,Champions
C51271,39,5,1114.95,2023-05-02,Italy,Direct,610,222.99,4,5,5,14,Champions
C51273,21,2,2324.92,2024-12-09,Germany,Paid Social,23,1162.46,5,3,5,13,Loyal
C51275,5,5,1186.09,2023-01-21,France,Organic Search,711,237.218,5,5,5,15,Champions
C51276,207,3,92.3,2023-08-31,France,Direct,489,30.766666666666666,2,4,1,7,At Risk
C51277,111,2,1570.46,2024-03-30,Germany,Email,277,785.23,3,3,5,11,Loyal
C51280,127,2,407.34,2024-04-26,Germany,Organic Search,250,203.67,3,3,3,9,Loyal
C51283,117,2,570.18,2024-03-06,Germany,Organic Search,301,285.09,3,3,4,10,Loyal
C51284,91,3,1835.69,2024-03-07,Italy,Referral,300,611.8966666666666,3,4,5,12,Loyal
C51285,412,1,234.42,2023-11-16,Austria,Organic Search,412,234.42,1,1,2,4,Hibernating
C51287,404,1,291.04,2023-11-24,Spain,Email,404,291.04,1,1,2,4,Hibernating
C51289,39,3,307.91,2024-07-22,Germany,Paid Social,163,102.63666666666667,4,4,3,11,Loyal
C51291,36,2,478.65,2023-07-24,Austria,Paid Social,527,239.325,4,3,3,10,Loyal
C51293,18,3,816.03,2024-05-20,Netherlands,Organic Search,226,272.01,5,4,4,13,Champions
C51296,59,1,17.19,2024-11-03,Italy,Direct,59,17.19,3,1,1,5,Needs Attention
C51298,314,3,172.82,2023-03-12,Netherlands,Paid Social,661,57.60666666666666,1,4,2,7,At Risk
C51300,200,1,702.01,2024-06-15,France,Email,200,702.01,2,1,4,7,Can't Lose Them
C51301,526,1,234.42,2023-07-25,Germany,Organic Search,526,234.42,1,1,2,4,Hibernating
C51302,32,2,251.07000000000002,2023-06-15,Italy,Email,566,125.53500000000001,4,3,2,9,Potential Loyal
C51303,209,1,127.02,2024-06-06,Netherlands,Email,209,127.02,2,1,1,4,Hibernating
C51305,33,2,126.78,2024-11-04,France,Organic Search,58,63.39,4,3,1,8,New / Promising
C51306,168,5,1778.98,2023-02-03,Germany,Direct,698,355.796,2,5,5,12,At Risk
C51307,81,1,234.42,2024-10-12,Germany,Organic Search,81,234.42,3,1,2,6,Needs Attention
C51308,381,1,233.84,2023-12-17,Germany,Email,381,233.84,1,1,2,4,Hibernating
C51309,40,3,263.92,2023-02-21,Germany,Organic Search,680,87.97333333333334,4,4,2,10,Potential Loyal
C51312,3,1,10.75,2024-12-29,Germany,Paid Social,3,10.75,5,1,1,7,New / Promising
C51313,165,2,185.23000000000002,2023-12-03,Germany,Email,395,92.61500000000001,2,3,2,7,At Risk
C51314,14,3,1374.63,2024-07-08,Netherlands,Paid Social,177,458.21000000000004,5,4,5,14,Champions
C51316,1,3,130.79,2024-12-30,Italy,Email,2,43.596666666666664,5,4,2,11,Potential Loyal
C51318,40,1,20.96,2024-11-22,Germany,Organic Search,40,20.96,4,1,1,6,New / Promising
C51319,15,4,1028.78,2024-10-14,Germany,Email,79,257.195,5,5,5,15,Champions
C51320,86,3,1209.6599999999999,2024-09-28,Italy,Email,95,403.21999999999997,3,4,5,12,Loyal
C51322,628,1,512.35,2023-04-14,Netherlands,Organic Search,628,512.35,1,1,3,5,Hibernating
C51327,2,3,734.8199999999999,2024-05-06,Germany,Email,240,244.93999999999997,5,4,4,13,Champions
C51329,151,1,86.16999999999999,2024-08-03,Spain,Email,151,86.16999999999999,2,1,1,4,Hibernating
C51330,82,3,952.3,2023-10-03,Germany,Organic Search,456,317.43333333333334,3,4,4,11,Loyal
C51333,67,2,509.34999999999997,2024-09-25,Netherlands,Email,98,254.67499999999998,3,3,3,9,Loyal
C51334,3,1,25.46,2024-12-29,Spain,Organic Search,3,25.46,5,1,1,7,New / Promising
C51335,39,2,149.81,2024-10-13,Austria,Organic Search,80,74.905,4,3,2,9,Potential Loyal
C51336,30,2,50.43,2024-11-24,Netherlands,Email,38,25.215,4,3,1,8,New / Promising
C51337,241,1,308.07,2024-05-05,Germany,Organic Search,241,308.07,2,1,3,6,Hibernating
C51338,18,3,1111.66,2023-04-06,Germany,Organic Search,636,370.55333333333334,5,4,5,14,Champions
C51339,329,1,129.99,2024-02-07,Austria,Referral,329,129.99,1,1,2,4,Hibernating
C51340,62,2,595.32,2024-07-07,Austria,Referral,178,297.66,3,3,4,10,Loyal
C51342,184,1,119.5,2024-07-01,France,Paid Social,184,119.5,2,1,1,4,Hibernating
C51343,16,4,496.89,2023-12-08,Germany,Paid Social,390,124.2225,5,5,3,13,Loyal
C51344,288,2,363.04,2023-02-17,France,Referral,684,181.52,1,3,3,7,At Risk
C51345,216,2,279.92,2024-05-11,Netherlands,Organic Search,235,139.96,2,3,2,7,At Risk
C51347,215,2,240.17999999999998,2023-06-08,Austria,Organic Search,573,120.08999999999999,2,3,2,7,At Risk
C51348,17,2,777.54,2024-11-23,Netherlands,Direct,39,388.77,5,3,4,12,Loyal
C51351,180,2,908.69,2024-05-22,Netherlands,Paid Social,224,454.345,2,3,4,9,At Risk
C51355,405,2,992.45,2023-11-23,France,Paid Social,405,496.225,1,3,5,9,At Risk
C51356,1,3,780.28,2024-11-28,France,Paid Social,34,260.0933333333333,5,4,4,13,Champions
C51358,188,1,98.04,2024-06-27,Spain,Email,188,98.04,2,1,1,4,Hibernating
C51360,472,1,466.41999999999996,2023-09-17,France,Organic Search,472,466.41999999999996,1,1,3,5,Hibernating
C51361,135,5,1977.27,2023-12-09,France,Direct,389,395.454,3,5,5,13,Loyal
C51364,23,1,211.02,2024-12-09,France,Direct,23,211.02,5,1,2,8,New / Promising
C51365,619,1,101.32999999999998,2023-04-23,Netherlands,Paid Social,619,101.32999999999998,1,1,1,3,Hibernating
C51369,187,3,510.26,2023-05-20,Netherlands,Organic Search,592,170.08666666666667,2,4,3,9,At Risk
C51370,39,2,362.96000000000004,2024-08-10,Netherlands,Organic Search,144,181.48000000000002,4,3,3,10,Loyal
C51371,75,2,181.9,2023-05-20,Germany,Paid Social,592,90.95,3,3,2,8,Potential Loyal
C51372,210,9,1347.6399999999999,2023-01-07,France,Organic Search,725,149.73777777777775,2,5,5,12,At Risk
C51374,3,1,418.57,2024-12-29,Netherlands,Email,3,418.57,5,1,3,9,New / Promising
C51375,83,1,101.75,2024-10-10,Germany,Email,83,101.75,3,1,1,5,Needs Attention
C51376,122,3,600.08,2023-03-07,France,Organic Search,666,200.02666666666667,3,4,4,11,Loyal
C51377,242,7,1331.49,2023-10-03,Germany,Referral,456,190.21285714285713,2,5,5,12,At Risk
C51378,105,1,910.13,2024-09-18,Netherlands,Direct,105,910.13,3,1,4,8,Needs Attention
C51379,359,1,107.76,2024-01-08,Netherlands,Referral,359,107.76,1,1,1,3,Hibernating
C51382,230,5,560.96,2023-03-24,Austria,Organic Search,649,112.19200000000001,2,5,4,11,At Risk
C51383,242,2,128.44,2024-04-02,Austria,Paid Social,274,64.22,2,3,2,7,At Risk
C51386,90,3,806.52,2023-11-27,France,Referral,401,268.84,3,4,4,11,Loyal
C51390,11,1,194.46,2024-12-21,Germany,Email,11,194.46,5,1,2,8,New / Promising
C51391,22,5,2175.08,2023-06-25,Netherlands,Organic Search,556,435.01599999999996,5,5,5,15,Champions
C51393,6,1,25.91,2024-12-26,Austria,Referral,6,25.91,5,1,1,7,New / Promising
C51394,351,2,627.39,2023-09-10,Germany,Email,479,313.695,1,3,4,8,At Risk
C51396,101,1,163.66000000000003,2024-09-22,Germany,Email,101,163.66000000000003,3,1,2,6,Needs Attention
C51397,175,2,196.55,2023-03-08,Austria,Organic Search,665,98.275,2,3,2,7,At Risk
C51398,392,3,492.99,2023-08-11,Germany,Direct,509,164.33,1,4,3,8,At Risk
C51400,22,1,403.85,2024-12-10,Netherlands,Direct,22,403.85,5,1,3,9,New / Promising
C51402,17,1,804.1199999999999,2024-12-15,Netherlands,Paid Social,17,804.1199999999999,5,1,4,10,New / Promising
C51405,78,1,762.86,2024-10-15,Germany,Paid Social,78,762.86,3,1,4,8,Needs Attention
C51406,12,4,2359.0299999999997,2023-07-08,Spain,Referral,543,589.7574999999999,5,5,5,15,Champions
C51407,11,5,423.4,2023-09-05,France,Referral,484,84.67999999999999,5,5,3,13,Loyal
C51409,21,3,418.77,2023-05-30,Germany,Email,582,139.59,5,4,3,12,Loyal
C51410,28,1,198.74,2024-12-04,Germany,Direct,28,198.74,4,1,2,7,New / Promising
C51415,647,2,532.25,2023-02-09,Austria,Paid Social,692,266.125,1,3,3,7,At Risk
C51418,29,2,175.2,2024-10-15,France,Organic Search,78,87.6,4,3,2,9,Potential Loyal
C51419,29,2,323.77,2024-12-02,Germany,Referral,30,161.885,4,3,3,10,Loyal
C51420,3,2,1253.1,2024-12-01,Germany,Organic Search,31,626.55,5,3,5,13,Loyal
C51422,121,1,186.25,2024-09-02,Germany,Direct,121,186.25,3,1,2,6,Needs Attention
C51423,31,7,963.38,2023-01-31,Spain,Direct,701,137.62571428571428,4,5,5,14,Champions
C51424,139,4,923.7,2023-10-26,Netherlands,Direct,433,230.925,2,5,4,11,At Risk
C51426,377,1,613.2,2023-12-21,Netherlands,Organic Search,377,613.2,1,1,4,6,Can't Lose Them
C51428,24,5,142.38,2024-05-17,Germany,Direct,229,28.476,4,5,2,11,Potential Loyal
C51430,14,5,1342.31,2024-08-12,France,Paid Social,142,268.462,5,5,5,15,Champions
C51432,146,1,749.11,2024-08-08,Germany,Email,146,749.11,2,1,4,7,Can't Lose Them
C51433,148,3,1346.15,2023-12-04,France,Email,394,448.7166666666667,2,4,5,11,At Risk
C51434,18,2,1006.9000000000001,2024-09-06,Austria,Paid Social,117,503.45000000000005,5,3,5,13,Loyal
C51435,49,4,1615.18,2023-12-06,Germany,Paid Social,392,403.795,4,5,5,14,Champions
C51436,144,2,466.22999999999996,2024-07-25,Spain,Email,160,233.11499999999998,2,3,3,8,At Risk
C51437,34,3,730.88,2024-10-29,Germany,Organic Search,64,243.62666666666667,4,4,4,12,Champions
C51440,149,1,535.85,2024-08-05,France,Organic Search,149,535.85,2,1,3,6,Hibernating
C51442,39,2,813.13,2023-12-20,Germany,Direct,378,406.565,4,3,4,11,Loyal
C51443,263,1,71.80000000000001,2024-04-13,Germany,Direct,263,71.80000000000001,1,1,1,3,Hibernating
C51444,134,2,803.81,2024-01-25,Austria,Organic Search,342,401.905,3,3,4,10,Loyal
C51445,55,5,2270.98,2023-08-30,Spain,Organic Search,490,454.196,3,5,5,13,Loyal
C51446,52,1,244.48999999999998,2024-11-10,France,Paid Social,52,244.48999999999998,4,1,2,7,New / Promising
C51447,39,1,449.07000000000005,2024-11-23,Germany,Organic Search,39,449.07000000000005,4,1,3,8,New / Promising
C51448,40,1,127.38,2024-11-22,France,Referral,40,127.38,4,1,2,7,New / Promising
C51451,23,1,220.23,2024-12-09,Germany,Paid Social,23,220.23,5,1,2,8,New / Promising
C51452,502,1,583.39,2023-08-18,Germany,Paid Social,502,583.39,1,1,4,6,Can't Lose Them
C51453,18,4,2483.36,2024-07-02,Spain,Paid Social,183,620.84,5,5,5,15,Champions
C51454,4,4,2145.79,2024-12-03,Spain,Organic Search,29,536.4475,5,5,5,15,Champions
C51458,299,1,159.18,2024-03-08,Germany,Direct,299,159.18,1,1,2,4,Hibernating
C51459,189,1,196.24,2024-06-26,Austria,Organic Search,189,196.24,2,1,2,5,Hibernating
C51460,33,2,774.16,2024-03-26,France,Organic Search,281,387.08,4,3,4,11,Loyal
C51463,26,2,180.7,2023-11-26,Spain,Direct,402,90.35,4,3,2,9,Potential Loyal
C51464,2,3,1938.48,2024-09-21,Germany,Referral,102,646.16,5,4,5,14,Champions
C51466,115,1,1060.22,2024-09-08,Austria,Referral,115,1060.22,3,1,5,9,Needs Attention
C51467,33,3,1091.1200000000001,2023-08-21,France,Paid Social,499,363.7066666666667,4,4,5,13,Champions
C51469,7,2,79.68,2024-09-12,Netherlands,Referral,111,39.84,5,3,1,9,New / Promising
C51471,164,2,348.13,2024-06-17,Germany,Paid Social,198,174.065,2,3,3,8,At Risk
C51473,40,1,38.93,2024-11-22,Italy,Organic Search,40,38.93,4,1,1,6,New / Promising
C51475,45,2,181.91000000000003,2024-11-07,Germany,Organic Search,55,90.95500000000001,4,3,2,9,Potential Loyal
C51476,26,2,729.0,2024-04-28,Austria,Referral,248,364.5,4,3,4,11,Loyal
C51477,242,3,338.72999999999996,2023-05-01,Germany,Direct,611,112.90999999999998,2,4,3,9,At Risk
C51480,16,4,298.07,2024-08-18,Austria,Email,136,74.5175,5,5,3,13,Loyal
C51481,536,1,658.25,2023-07-15,Spain,Referral,536,658.25,1,1,4,6,Can't Lose Them
C51482,71,3,506.44,2023-04-13,Netherlands,Organic Search,629,168.81333333333333,3,4,3,10,Loyal
C51483,35,1,265.90999999999997,2024-11-27,Germany,Organic Search,35,265.90999999999997,4,1,2,7,New / Promising
C51484,101,3,741.3299999999999,2023-07-18,Spain,Email,533,247.10999999999999,3,4,4,11,Loyal
C51485,392,1,61.44,2023-12-06,Germany,Direct,392,61.44,1,1,1,3,Hibernating
C51486,27,2,794.53,2024-11-21,Germany,Organic Search,41,397.265,4,3,4,11,Loyal
C51490,95,1,84.97,2024-09-28,Germany,Organic Search,95,84.97,3,1,1,5,Needs Attention
