order_id,order_line,order_date,customer_id,product_id,quantity,unit_price,discount_pct,unit_cost,status
O200233,1,2024-04-10,C50162,P1089,2,78.6,0.0,51.09,completed
O203405,1,2024-11-24,C52249,P1030,3,36.77,40.0,37.99,completed
O200788,1,2023-11-24,C50538,P1033,1,26.77,30.0,23.71,completed
O203600,1,"May 07, 2024",C52389,P1008,3,152.33,0.0,118.82,completed
O200356,2,2023-07-30,C50259,P1017,2,222.03,0.0,173.18,completed
O200863,5,2024-06-14,C50581,P1020,4,176.36,0.0,137.56,completed
O200713,1,2024-12-28,C50495,P1029,2,60.73,0.0,37.65,completed
O200299,3,2024-09-21,C50214,P1113,1,18.23,0.0,10.21,completed
O205113,2,2024-07-14,C53472,P1062,1,28.48,0.0,13.67,completed
O201787,2,2024-09-02,C51184,P1049,1,44.95,0.0,21.58,completed
O204169,1,"Mar 27, 2023",C52755,P1027,3,64.47,0.0,39.97,completed
O200313,5,2024-05-21,C50230,P1062,1,28.48,0.0,13.67,completed
O203632,1,25/03/2024,C52407,P1015,1,234.42,0.0,182.85,completed
O201767,1,2024-11-14,C51168,P1023,1,355.1,0.0,276.98,completed
O205356,4,2024-11-27,C53639,P1114,1,9.53,20.0,6.67,completed
O203494,1,2024-12-09,C52322,P1114,3,7.15,40.0,6.67,completed
O204886,6,2024-12-20,C53296,P1022,-1,112.18,10.0,97.23,returned
O201234,2,2024-06-01,C50808,P1086,1,78.87,0.0,51.27,completed
O205067,1,2023-05-25,C53429,P1015,2,234.42,0.0,182.85,completed
O200159,1,24/04/2023,C50119,P1117,1,27.56,0.0,15.43,completed
O200327,2,2024-05-29,C50236,P1007,2,175.03,10.0,151.69,completed
O203604,4,2024-12-04,C52389,P1083,1,29.65,40.0,32.12,completed
O200236,4,"Nov 26, 2024",C50169,P1114,1,9.53,20.0,6.67,completed
O203612,2,2024-09-01,C52394,P1009,1,161.64,10.0,140.09,completed
O200539,1,2024-11-29,C50391,P1076,1,61.75,30.0,57.34,completed
O202406,2,2023-12-13,C51600,P1109,1,26.14,30.0,20.91,completed
O203699,2,2023-10-05,C52458,P1013,1,187.98,0.0,146.62,completed
O203490,2,2024-12-26,C52316,P1109,4,37.34,0.0,20.91,completed
O200482,4,2024-04-24,C50351,P1093,2,15.34,0.0,6.14,completed
O203318,1,"Jun 29, 2024",C52185,P1081,1,77.57,0.0,50.42,completed
O203810,3,2024-09-15,C52520,P1074,1,75.35,5.0,51.56,completed
O201674,4,2023-11-20,C51082,P1080,1,45.81,10.0,33.09,completed
O202891,1,2023-04-12,C51914,P1073,1,36.39,0.0,23.65,completed
O200488,1,2024-09-02,C50357,P1063,1,35.63,0.0,17.1,completed
O203827,1,2024-09-26,C52533,P1009,1,179.6,0.0,140.09,completed
O202024,1,2023-06-08,C51347,P1090,2,65.57,15.0,50.14,completed
O204460,5,14/05/2024,C52983,P1077,1,47.7,0.0,,completed
O202486,1,2023-07-02,C51655,P1103,2,15.76,0.0,6.3,completed
O204845,2,2024-12-09,C53264,P1087,1,27.97,40.0,30.3,completed
O204174,2,23/06/2024,C52759,P1037,1,46.67,0.0,28.94,completed
O200594,2,2024-12-31,C50423,P1099,1,21.33,0.0,8.53,completed
O200674,6,2023-09-17,C50476,P1039,1,31.07,5.0,20.28,completed
O203035,3,2024-01-28,C51997,P1039,2,31.07,5.0,20.28,completed
O201053,1,2024-09-15,C50709,P1062,1,28.48,0.0,13.67,completed
O204343,1,2023-04-08,C52895,P1114,2,11.91,0.0,6.67,completed
O201313,1,2024-10-29,C50858,P1044,1,55.48,0.0,34.4,completed
O201389,1,2024-12-05,C50915,P1015,1,140.65,40.0,182.85,completed
O203779,2,2024-08-25,C52507,P1087,1,46.61,0.0,30.3,completed
O204033,1,2024-11-19,C52675,P1015,4,234.42,0.0,182.85,completed
O203924,2,14/11/2023,C52603,P1044,1,55.48,0.0,34.4,completed
O200597,1,"May 16, 2024",C50426,P1003,1,246.51,10.0,213.64,returned
O201383,1,2024-02-12,C50906,P1096,2,10.19,0.0,4.08,completed
O201441,1,25/11/2023,C50946,P1040,1,54.71,20.0,42.4,completed
O201681,1,2024-11-30,C51090,P1062,3,22.78,20.0,,completed
O203014,1,2024-11-08,C51987,P1114,3,11.91,0.0,6.67,completed
O201941,3,2024-03-07,C51284,P1105,1,12.51,0.0,5.0,completed
O200807,1,2024-11-23,C50542,P1020,1,158.72,10.0,137.56,completed
O204785,1,"Jul 18, 2024",C53222,P1074,1,79.32,0.0,51.56,completed
O205824,3,2024-12-14,C53970,P1062,3,19.94,30.0,13.67,completed
O204290,5,07/07/2023,C52855,P1117,2,27.56,0.0,15.43,completed
O201628,3,2024-08-23,C51060,P1063,1,35.63,0.0,17.1,completed
O205561,2,13/10/2024,C53788,P1029,1,60.73,0.0,37.65,completed
O204839,1,2024-09-25,C53262,P1099,1,21.33,0.0,8.53,completed
O203692,3,2024-10-14,C52454,P1022,2,124.65,0.0,97.23,completed
O200272,1,2024-12-14,C50198,P1104,1,21.97,10.0,9.76,completed
O203990,3,2024-12-28,C52647,P1090,1,73.28,5.0,50.14,completed
O202113,1,2023-05-30,C51409,P1055,1,25.46,5.0,12.86,completed
O202547,1,2023-06-10,C51692,P1083,1,49.42,0.0,32.12,completed
O204951,4,26/05/2024,C53339,P1002,1,92.08,10.0,79.8,completed
O205767,6,2024-12-31,C53935,P1041,1,71.64,,44.42,completed
O201951,2,2024-12-14,C51293,P1084,2,29.35,40.0,31.79,completed
O202746,1,2023-12-01,C51831,P1030,1,42.9,30.0,37.99,completed
O203942,4,2024-06-09,C52614,P1079,4,85.12,0.0,55.33,completed
O202344,1,2023-10-24,C51569,P1071,1,18.65,0.0,8.95,completed
O200279,6,2024-12-14,C50202,P1115,5,15.26,40.0,14.24,completed
O204239,1,2024-09-30,C52815,P1078,5,65.84,0.0,42.8,completed
O205065,2,2023-12-20,C53428,P1017,1,177.62,20.0,173.18,completed
O200151,1,2024-05-22,C50106,P1046,1,55.11,0.0,34.17,completed
O202055,1,2023-01-07,C51372,P1114,1,7.15,40.0,6.67,completed
O202862,3,02/12/2024,C51901,P1069,1,38.98,20.0,23.39,completed
O202492,1,2024-11-22,C51660,P1068,1,18.83,30.0,12.91,completed
O200607,2,2024-04-02,C50429,P1032,2,40.32,0.0,25.0,completed
O201187,5,2023-05-08,C50785,P1052,5,44.0,0.0,21.12,completed
O202936,4,2024-08-19,C51939,P1032,1,40.32,0.0,25.0,completed
O203392,4,2024-10-13,C52237,P1099,1,19.2,10.0,8.53,completed
O205847,2,16/12/2024,C53986,P1047,1,39.22,20.0,23.53,completed
O203958,1,2024-10-26,C52630,P1015,2,199.26,15.0,182.85,completed
O204958,1,2023-07-22,C53342,P1015,1,210.98,10.0,182.85,completed
O205368,1,"Feb 03, 2024",C53648,P1113,2,16.41,10.0,10.21,completed
O205591,2,2024-10-01,C53812,P1092,1,17.47,0.0,6.99,completed
O201981,1,2024-07-08,C51314,P1015,3,234.42,0.0,182.85,completed
O205820,4,2023-11-06,C53969,P1062,4,28.48,0.0,13.67,completed
O202934,3,2024-12-01,C51937,P1002,1,71.62,30.0,79.8,completed
O200810,4,07/08/2023,C50543,P1041,1,71.64,0.0,,completed
O201463,2,2024-08-03,C50960,P1045,1,52.37,0.0,32.47,completed
O201687,1,2024-12-22,C51094,P1031,4,129.74,10.0,89.37,completed
O202019,1,"Dec 08, 2023",C51343,P1071,2,16.78,10.0,8.95,returned
O202476,4,2024-08-28,C51646,P1065,1,45.61,0.0,21.89,completed
O201288,2,2024-12-29,C50840,P1100,1,12.65,0.0,5.06,completed
O200912,1,2023-11-28,C50614,P1007,1,175.03,10.0,151.69,completed
O205345,1,2024-12-17,C53633,P1104,1,21.97,10.0,9.76,completed
O202858,5,2024-09-05,C51899,P1047,1,41.67,15.0,23.53,completed
O204502,3,08/09/2024,C53016,P1054,1,28.68,0.0,13.77,completed
O200399,5,2023-12-18,C50290,P1077,1,38.16,20.0,31.01,completed
O200592,2,2024-07-08,C50422,P1062,4,25.63,10.0,13.67,completed
O203733,1,2024-07-22,C52471,P1040,1,68.39,0.0,42.4,completed
O200357,3,2024-12-01,C50261,P1065,3,31.93,30.0,21.89,completed
O201914,3,15/12/2024,C51268,P1012,1,250.24,10.0,216.88,returned
O205565,4,"Aug 05, 2023",C53790,P1020,1,176.36,0.0,137.56,returned
O202309,3,2024-05-04,C51553,P1070,1,30.38,0.0,14.58,returned
O201757,1,2024-08-19,C51161,P1088,2,60.76,0.0,39.49,completed
O200226,2,2024-02-09,C50156,P1037,2,46.67,0.0,28.94,completed
O201161,2,2023-11-02,C50774,P1008,3,152.33,0.0,118.82,completed
O205613,3,2024-08-12,C53826,P1065,2,45.61,0.0,21.89,completed
O201463,3,2024-08-03,C50960,P1093,4,15.34,0.0,6.14,completed
O200906,2,"Dec 08, 2023",C50610,P1052,2,39.6,10.0,21.12,completed
O203833,2,2024-04-13,C52535,P1106,1,15.07,10.0,6.7,completed
O203173,2,2024-05-14,C52093,P1061,2,15.53,0.0,7.45,completed
O203042,2,22/07/2023,C52002,P1059,1,22.43,0.0,10.77,completed
O204449,2,2024-11-23,C52977,P1082,3,33.54,20.0,27.25,completed
O200152,2,2024-07-23,C50111,P1015,2,234.42,0.0,182.85,completed
O204904,1,2024-12-22,C53311,P1025,4,39.88,0.0,24.73,completed
O201118,1,"Jun 28, 2023",C50751,P1117,1,26.18,5.0,15.43,completed
O205745,2,2023-08-09,C53919,P1103,1,15.76,0.0,6.3,completed
O205705,1,2024-08-07,C53892,P1005,2,61.99,0.0,48.35,completed
O201606,1,2024-09-28,C51052,P1063,2,35.63,0.0,17.1,completed
O203689,1,2024-08-25,C52454,P1037,1,46.67,0.0,28.94,completed
O203664,5,23/11/2024,C52432,P1061,1,13.98,10.0,7.45,completed
O201467,1,2024-11-29,C50965,P1021,1,114.62,30.0,,completed
O205580,1,2024-07-04,C53805,P1020,3,167.54,5.0,137.56,completed
O204247,2,2024-11-26,C52831,P1103,1,11.03,30.0,6.3,completed
O205008,3,2024-10-21,C53381,P1021,1,163.75,0.0,127.73,completed
O200051,2,2024-09-05,C50032,P1108,1,14.28,10.0,6.35,returned
O201748,2,24/12/2024,C51152,P1008,5,152.33,0.0,118.82,completed
O204233,3,2024-12-10,C52813,P1112,2,19.34,30.0,15.47,completed
O201889,3,2023-11-03,C51246,P1061,2,13.98,10.0,7.45,completed
O202531,2,2024-01-13,C51687,P1100,3,8.86,30.0,5.06,completed
O201565,4,2023-07-24,C51027,P1063,1,35.63,0.0,17.1,completed
O200062,4,2023-09-16,C50037,P1004,4,304.09,0.0,237.19,completed
O205441,5,2024-05-17,C53697,P1018,1,106.98,0.0,83.44,completed
O201792,2,05/05/2024,C51190,P1017,1,222.03,0.0,173.18,completed
O205851,1,2023-12-12,C53987,P1021,1,131.0,20.0,127.73,completed
O200074,2,2024-11-30,C50053,P1065,1,36.49,20.0,21.89,completed
O202769,2,2024-09-21,C51848,P1040,4,68.39,0.0,42.4,completed
O204186,2,2023-06-14,C52773,P1032,1,40.32,0.0,25.0,completed
O200052,1,2024-08-08,C50032,P1062,3,25.63,10.0,13.67,completed
O202387,3,"Nov 29, 2024",C51584,P1112,1,24.87,10.0,15.47,completed
O201476,3,2024-04-02,C50968,P1051,1,37.72,0.0,18.11,completed
O204400,1,2024-01-06,C52945,P1060,1,40.96,20.0,24.58,completed
O203007,6,2024-11-23,C51981,P1082,5,29.35,30.0,27.25,completed
O204756,2,"Jul 31, 2024",C53199,P1043,1,35.42,0.0,21.96,completed
O201862,3,2024-11-28,C51224,P1119,1,49.18,10.0,30.6,completed
O201131,1,2024-11-26,C50758,P1008,2,121.86,20.0,118.82,completed
O203473,1,2024-09-10,C52306,P1090,1,73.28,5.0,50.14,completed
O204950,1,2023-11-23,C53338,P1120,3,15.24,30.0,12.19,completed
O204469,3,2023-05-24,C52993,P1024,1,166.5,0.0,129.87,completed
O203209,4,2024-11-24,C52116,P1062,1,22.78,20.0,,completed
O200412,1,2024-07-20,C50300,P1120,1,21.77,0.0,12.19,completed
O202178,1,2024-10-06,C51453,P1005,1,61.99,0.0,48.35,completed
O204397,2,2023-12-30,C52944,P1067,2,24.06,15.0,13.59,completed
O200061,1,2024-03-24,C50037,P1114,1,10.72,10.0,6.67,completed
O201387,1,"Mar 19, 2023",C50911,P1063,1,35.63,0.0,17.1,completed
O200316,1,2024-07-16,C50231,P1021,3,163.75,0.0,127.73,returned
O204597,2,07/10/2023,C53082,P1015,1,210.98,10.0,182.85,completed
O203468,1,2023-11-24,C52301,P1117,1,22.05,20.0,15.43,completed
O202064,1,2023-03-07,C51376,P1017,1,222.03,,173.18,completed
O201097,2,2024-01-23,C50739,P1114,1,11.91,0.0,6.67,completed
O200580,3,2024-11-05,C50414,P1015,3,199.26,15.0,182.85,completed
O202606,2,2024-01-27,C51745,P1015,1,222.7,5.0,182.85,completed
O201912,4,2024-12-05,C51268,P1102,2,24.45,20.0,12.22,completed
O200304,3,2024-03-13,C50220,P1015,1,234.42,0.0,182.85,completed
O204072,1,2024-10-10,C52709,P1026,1,37.29,10.0,25.69,completed
O203728,3,2023-04-15,C52468,P1085,1,31.26,0.0,20.32,completed
O205452,3,2024-12-08,C53707,P1110,2,9.31,10.0,5.79,completed
O202715,1,2024-11-14,C51817,P1052,1,44.0,0.0,21.12,completed
O201379,2,2024-07-30,C50902,P1088,1,60.76,0.0,39.49,completed
O203890,3,2023-08-13,C52570,P1016,2,113.0,0.0,88.14,completed
O200864,1,2024-03-24,C50581,P1120,1,21.77,0.0,12.19,completed
O201615,1,2024-12-03,C51058,P1040,3,54.71,20.0,42.4,completed
O203343,1,2024-06-25,C52208,P1086,2,78.87,0.0,51.27,completed
O201587,2,2023-08-13,C51043,P1113,2,15.5,15.0,10.21,completed
O205261,3,2024-05-26,C53574,P1034,1,32.89,0.0,20.39,completed
O202058,2,2024-01-01,C51372,P1061,2,12.42,20.0,7.45,completed
O205770,3,2024-09-25,C53938,P1045,3,52.37,0.0,32.47,completed
O204329,3,12/02/2024,C52880,P1067,3,26.89,5.0,13.59,completed
O200231,1,2024-11-22,C50159,P1050,1,30.73,10.0,16.39,completed
O203575,1,2024-05-04,C52371,P1018,1,90.93,15.0,83.44,completed
O205217,2,2024-08-15,C53539,P1007,1,194.48,0.0,,completed
O201063,3,2024-11-30,C50713,P1117,1,22.05,20.0,15.43,completed
O202795,1,2024-12-28,C51863,P1047,1,49.02,0.0,23.53,completed
O205556,1,2024-09-10,C53780,P1085,4,31.26,0.0,20.32,completed
O203155,3,13/06/2023,C52076,P1073,1,34.57,5.0,23.65,completed
O202039,3,"Aug 19, 2024",C51361,P1050,1,34.14,0.0,16.39,completed
O200228,3,2024-11-02,C50158,P1081,2,73.69,5.0,50.42,completed
O200046,1,2023-02-14,C50028,P1031,2,144.15,0.0,89.37,completed
O205002,2,2024-01-31,C53378,P1105,2,12.51,0.0,5.0,completed
O202038,6,2024-01-04,C51361,P1008,1,121.86,20.0,118.82,completed
O202284,3,03/08/2024,C51523,P1097,1,10.71,0.0,4.28,completed
O200869,2,25/04/2023,C50583,P1117,2,27.56,0.0,15.43,completed
O203581,2,2024-10-07,C52375,P1087,1,46.61,0.0,30.3,completed
O201921,3,25/12/2023,C51271,P1120,1,21.77,0.0,12.19,completed
O201026,4,2023-07-10,C50700,P1117,1,27.56,0.0,15.43,completed
O202087,2,2023-06-25,C51391,P1048,3,34.79,5.0,17.58,completed
O201173,3,"Jun 03, 2023",C50781,P1054,1,28.68,0.0,13.77,completed
O203170,1,2023-01-11,C52089,P1104,1,21.97,10.0,9.76,returned
O200935,3,2024-02-26,C50629,P1109,1,37.34,0.0,20.91,completed
O202640,3,2024-05-30,C51768,P1078,1,65.84,0.0,42.8,completed
O202023,5,2024-05-30,C51345,P1113,1,18.23,0.0,10.21,completed
O201599,4,17/06/2024,C51048,P1024,1,166.5,0.0,129.87,completed
O204313,3,2024-09-27,C52872,P1078,1,65.84,0.0,42.8,completed
O201114,2,20/12/2024,C50750,P1034,1,26.31,,20.39,completed
O201540,1,2024-05-12,C51003,P1100,1,12.65,,5.06,completed
O201317,1,2024-12-31,C50864,P1037,1,46.67,0.0,28.94,completed
O203308,2,2024-04-14,C52183,P1013,2,187.98,0.0,146.62,completed
O200591,2,"Nov 28, 2024",C50421,P1020,1,123.45,30.0,137.56,completed
O203859,2,2024-04-12,C52554,P1109,2,35.47,5.0,20.91,completed
O200144,3,"Feb 14, 2024",C50099,P1007,1,194.48,0.0,151.69,returned
O205550,4,2023-01-05,C53778,P1015,1,187.54,20.0,182.85,completed
O203319,3,29/09/2024,C52185,P1050,1,32.43,5.0,16.39,completed
O204470,2,2024-06-15,C52993,P1023,2,355.1,0.0,276.98,completed
O200111,1,2024-03-27,C50078,P1107,2,12.43,0.0,4.97,completed
O202403,3,2024-06-12,C51597,P1088,1,60.76,0.0,39.49,completed
O201071,2,2024-12-03,C50720,P1030,1,55.15,10.0,37.99,completed
O201107,1,2024-11-03,C50746,P1100,3,12.65,0.0,5.06,completed
O205583,1,2024-12-13,C53807,P1092,1,15.72,10.0,6.99,completed
O201005,2,2024-12-02,C50690,P1090,1,61.71,20.0,50.14,
O200604,5,11/09/2024,C50429,P1096,1,9.17,10.0,4.08,completed
O203529,2,2024-10-20,C52347,P1014,4,336.97,0.0,262.84,completed
O202936,5,2024-08-19,C51939,P1015,1,234.42,0.0,182.85,completed
O201940,2,2024-10-02,C51284,P1078,2,62.55,5.0,42.8,completed
O200484,3,16/06/2024,C50352,P1102,4,27.5,10.0,12.22,completed
O200189,5,2024-12-07,C50138,P1058,5,45.42,30.0,31.15,completed
O201651,4,2024-12-19,C51067,P1056,1,19.87,20.0,11.92,completed
O203326,1,2024-12-04,C52195,P1068,1,18.83,30.0,12.91,completed
O204869,1,2024-05-19,C53279,P1076,1,88.21,0.0,57.34,completed
O200442,2,2024-12-09,C50318,P1069,3,29.23,40.0,23.39,completed
O201766,5,2024-12-29,C51167,P1084,1,48.91,0.0,31.79,completed
O201936,1,2024-08-27,C51280,P1050,1,34.14,0.0,16.39,completed
O203819,2,2024-12-23,C52525,P1048,1,36.62,0.0,,completed
O205248,5,07/03/2024,C53558,P1078,1,62.55,5.0,42.8,completed
O201855,3,"Nov 27, 2024",C51221,P1013,3,169.18,10.0,146.62,completed
O201425,2,2024-08-27,C50939,P1084,1,48.91,0.0,31.79,completed
O203501,1,24/11/2024,C52330,P1118,3,17.36,,13.89,completed
O205200,1,29/12/2024,C53527,P1063,3,35.63,0.0,17.1,completed
O201371,4,2024-11-01,C50899,P1078,1,65.84,0.0,42.8,completed
O200085,2,2023-11-30,C50061,P1076,2,61.75,30.0,57.34,completed
O203763,3,2024-05-25,C52493,P1050,4,34.14,0.0,16.39,completed
O202086,4,2024-08-03,C51391,P1108,2,15.87,0.0,6.35,completed
O205537,4,21/11/2024,C53765,P1091,1,23.72,0.0,9.49,completed
O200645,1,2024-03-25,C50453,P1015,2,234.42,0.0,182.85,completed
O203369,2,2024-09-27,C52224,P1018,3,106.98,0.0,83.44,completed
O205370,4,30/09/2024,C53649,P1120,1,21.77,0.0,12.19,completed
O201202,1,2023-02-07,C50792,P1040,1,68.39,0.0,42.4,completed
O202323,1,2024-12-10,C51557,P1010,1,102.05,10.0,88.44,completed
O200901,1,2024-11-29,C50608,P1017,1,177.62,20.0,173.18,completed
O202700,1,2023-08-21,C51810,P1045,1,49.75,5.0,32.47,completed
O203599,1,08/09/2024,C52389,P1074,5,71.39,10.0,51.56,completed
O203732,1,"Oct 10, 2024",C52470,P1118,1,24.8,0.0,,completed
O205510,1,2023-11-11,C53749,P1089,1,78.6,0.0,51.09,completed
O201709,6,2024-09-05,C51114,P1090,3,77.14,0.0,50.14,completed
O204453,1,2024-11-23,C52978,P1039,2,22.9,30.0,20.28,completed
O200995,2,2023-11-23,C50680,P1015,-2,210.98,10.0,182.85,returned
O204673,1,2024-10-15,C53142,P1058,3,64.89,0.0,31.15,completed
O202203,2,2024-07-21,C51471,P1005,1,55.79,10.0,48.35,completed
O202616,3,2024-12-12,C51751,P1015,1,140.65,40.0,182.85,completed
O201425,1,27/08/2024,C50939,P1094,2,16.72,5.0,7.04,completed
O200480,2,29/12/2024,C50349,P1034,1,32.89,0.0,20.39,completed
O205485,4,2023-05-18,C53725,P1062,1,28.48,0.0,13.67,completed
O201659,1,2023-02-02,C51069,P1013,2,178.58,5.0,146.62,completed
O200613,1,2024-09-30,C50433,P1001,2,214.35,0.0,167.19,completed
O202726,2,2023-09-10,C51824,P1006,2,88.57,0.0,69.08,completed
O204844,2,"Aug 12, 2024",C53264,P1114,1,11.91,0.0,6.67,completed
O205210,3,2024-11-28,C53535,P1087,1,32.63,30.0,30.3,completed
O203541,1,2024-05-04,C52356,P1109,1,37.34,0.0,20.91,completed
O202051,2,2023-10-02,C51372,P1030,1,61.28,0.0,37.99,completed
O204196,2,2023-04-13,C52781,P1079,1,85.12,0.0,55.33,completed
O201553,2,31/12/2024,C51015,P1114,1,10.72,10.0,6.67,completed
O201420,1,2024-12-05,C50933,P1015,1,164.09,30.0,182.85,completed
O201002,5,2024-05-16,C50689,P1015,2,234.42,0.0,182.85,completed
O205848,2,2023-06-13,C53987,P1114,4,10.12,15.0,6.67,completed
O202868,2,2024-12-27,C51903,P1045,2,49.75,5.0,32.47,completed
O204556,2,2023-04-05,C53058,P1067,2,28.31,0.0,13.59,completed
O204349,2,2024-08-23,C52899,P1004,2,304.09,0.0,237.19,completed
O204874,1,2023-08-16,C53283,P1049,1,44.95,0.0,,completed
O200971,4,14/12/2024,C50655,P1030,-3,49.02,20.0,37.99,returned
O205044,3,2024-09-28,C53404,P1032,3,40.32,0.0,25.0,completed
O205557,2,"Sep 26, 2024",C53780,P1117,1,27.56,0.0,15.43,completed
O200321,3,2024-02-07,C50233,P1055,2,26.8,0.0,12.86,completed
O204579,2,2024-03-16,C53068,P1036,1,86.88,0.0,53.87,completed
O201168,3,2024-12-29,C50778,P1019,1,293.87,0.0,229.22,completed
O201834,2,2024-02-22,C51212,P1087,1,44.28,5.0,30.3,completed
O204189,3,"Mar 19, 2023",C52774,P1070,2,28.86,5.0,14.58,completed
O205089,1,25/02/2024,C53454,P1114,3,11.91,0.0,6.67,completed
O205136,1,2024-12-31,C53482,P1028,2,56.34,5.0,36.77,completed
O200622,4,2024-09-07,C50437,P1015,5,234.42,0.0,182.85,completed
O200139,2,2024-11-15,C50096,P1015,3,234.42,0.0,182.85,completed
O204326,2,2023-10-14,C52878,P1090,1,77.14,0.0,50.14,completed
O204151,1,08/12/2023,C52749,P1092,1,12.23,30.0,6.99,completed
O205602,1,2024-05-24,C53820,P1120,1,21.77,0.0,12.19,completed
O202548,5,22/12/2024,C51693,P1075,5,62.0,5.0,42.42,completed
O202044,1,2024-06-28,C51369,P1008,2,152.33,0.0,118.82,completed
O205711,1,"Nov 16, 2024",C53893,P1035,2,67.22,0.0,41.68,completed
O203822,1,"Nov 21, 2024",C52527,P1015,1,234.42,0.0,182.85,completed
O204760,2,2024-03-08,C53201,P1042,1,64.82,0.0,40.19,completed
O204404,1,2024-09-22,C52946,P1099,1,21.33,0.0,8.53,completed
O200612,1,2024-12-22,C50432,P1057,1,29.26,0.0,14.04,completed
O203490,1,2024-12-26,C52316,P1107,1,12.43,0.0,4.97,completed
O205639,1,2023-12-04,C53850,P1083,1,39.54,20.0,32.12,completed
O204113,2,2024-02-28,C52732,P1104,1,23.19,5.0,9.76,completed
O204825,1,2024-07-07,C53253,P1051,2,37.72,0.0,18.11,completed
O201528,5,2024-11-27,C50988,P1013,1,131.59,30.0,146.62,completed
O205030,4,24/11/2024,C53401,P1099,3,14.93,30.0,8.53,completed
O203302,1,26/04/2024,C52182,P1056,3,24.84,0.0,11.92,completed
O202134,5,2024-08-15,C51424,P1072,1,19.89,0.0,9.55,completed
O204736,1,2024-05-03,C53181,P1070,1,27.34,10.0,14.58,completed
O200842,1,2023-08-23,C50570,P1081,2,65.93,15.0,50.42,completed
O203986,1,2023-12-04,C52646,P1007,1,175.03,,151.69,completed
O202972,1,2023-03-26,C51956,P1012,2,278.05,0.0,216.88,completed
O204262,1,2024-12-30,C52843,P1032,1,40.32,0.0,25.0,completed
O202030,4,2023-11-23,C51355,P1079,1,76.61,10.0,55.33,completed
O205186,1,2023-01-15,C53517,P1085,1,218.79999999999998,30.0,20.32,completed
O203513,2,2024-03-25,C52338,P1043,1,35.42,0.0,21.96,completed
O202865,1,2024-12-27,C51901,P1079,1,72.35,15.0,55.33,completed
O202203,1,2024-07-21,C51471,P1100,1,12.65,0.0,5.06,completed
O203677,1,2024-10-04,C52442,P1120,2,21.77,0.0,12.19,completed
O201724,3,2024-04-03,C51131,P1076,2,88.21,0.0,57.34,completed
O203772,5,2023-01-05,C52503,P1107,1,9.94,20.0,4.97,completed
O201997,1,03/08/2024,C51329,P1042,1,64.82,0.0,40.19,completed
O201062,1,"Aug 09, 2024",C50713,P1012,1,278.05,0.0,216.88,completed
O203629,1,2024-01-07,C52407,P1068,1,18.83,30.0,12.91,completed
O204488,1,2024-09-17,C53001,P1114,3,11.91,0.0,6.67,completed
O202624,5,2024-11-29,C51761,P1025,1,35.89,10.0,24.73,completed
O204766,1,"Apr 22, 2024",C53207,P1025,2,39.88,0.0,24.73,completed
O200395,1,2024-03-16,C50286,P1076,1,88.21,0.0,57.34,completed
O201441,3,2023-11-25,C50946,P1074,2,47.59,40.0,51.56,completed
O205389,1,2023-12-06,C53664,P1033,1,30.59,20.0,23.71,completed
O201893,2,2023-05-14,C51250,P1081,1,77.57,0.0,50.42,completed
O205527,4,12/10/2023,C53759,P1103,3,15.76,0.0,6.3,completed
O202895,5,2024-04-05,C51915,P1018,1,90.93,15.0,83.44,completed
O202321,2,30/09/2024,C51556,P1024,1,149.85,10.0,129.87,completed
O205621,1,2024-01-23,C53833,P1080,2,50.9,0.0,33.09,completed
O202725,2,2024-12-27,C51821,P1064,1,43.11,0.0,20.69,completed
O200397,1,2024-08-21,C50287,P1120,1,21.77,0.0,12.19,completed
O204244,2,04/05/2024,C52822,P1018,1,106.98,0.0,83.44,completed
O205110,1,28/09/2024,C53471,P1099,1,21.33,0.0,8.53,completed
O203724,2,2024-11-03,C52465,P1113,1,18.23,0.0,10.21,completed
O204916,1,2024-09-12,C53316,P1067,1,28.31,0.0,13.59,completed
O205006,1,26/08/2024,C53381,P1058,1,64.89,0.0,31.15,completed
O204485,3,2024-08-16,C53000,P1087,2,44.28,5.0,30.3,completed
O201949,1,24/07/2023,C51291,P1100,1,12.02,5.0,5.06,completed
O203337,3,2024-12-02,C52206,P1004,1,212.86,30.0,237.19,completed
O201354,1,24/11/2024,C50888,P1051,1,30.18,20.0,18.11,completed
O201959,1,25/07/2023,C51301,P1015,1,234.42,0.0,182.85,completed
O200620,3,2024-09-10,C50436,P1021,1,163.75,0.0,127.73,completed
O203275,3,2024-05-26,C52171,P1060,1,51.2,0.0,24.58,completed
O203173,1,2024-05-14,C52093,P1005,1,55.79,,48.35,completed
O203021,3,2024-05-19,C51990,P1034,1,32.89,,20.39,completed
O204606,1,2024-10-16,C53090,P1061,1,13.2,15.0,7.45,completed
O202194,1,2024-12-01,C51464,P1062,1,22.78,20.0,13.67,completed
O200396,1,"Nov 12, 2024",C50286,P1102,1,30.56,0.0,12.22,completed
O203540,2,2024-11-20,C52354,P1013,1,178.58,5.0,146.62,completed
O203664,4,2024-11-23,C52432,P1067,1,25.48,10.0,13.59,completed
O203927,4,2024-07-12,C52608,P1032,1,40.32,0.0,25.0,completed
O205413,1,2024-12-03,C53682,P1120,1,19.59,10.0,12.19,completed
O202577,4,2024-09-15,C51718,P1102,1,25.98,15.0,12.22,completed
