customer_id,signup_date,country,acquisition_channel,age
C50586,2023-11-24,Netherlands,Organic Search,25.0
C50587,2023-09-17,DE,Email,34.0
C50588,2023-02-24,Netherlands,Organic Search,31.0
C50589,2024-02-08,Austria,Email,29.0
C50590,2024-04-01,Germany,Paid Social,30.0
C50591,2023-10-03,SPAIN,Organic Search,44.0
C50592,2024-05-06,Germany,Email,62.0
C50593,2024-12-16,Germany,Referral,48.0
C50594,2023-03-28,GERMANY,Organic Search,51.0
C50595,2023-07-31,Germany,Email,33.0
C50596,2021-02-10,Spain,Organic Search,39.0
C50597,2024-06-14,France,Organic Search,
C50598,2023-08-07,Germany,Organic Search,30.0
C50599,2023-03-12,France,Email,33.0
C50600,2021-09-15,GERMANY,Referral,48.0
C50601,2024-09-17,Germany,Email,51.0
C50602,2023-02-22,Germany,Referral,39.0
C50603,2024-02-14,Netherlands,Email,24.0
C50604,2022-01-12,Germany,Referral,34.0
C50605,2024-11-25,Austria,Direct,21.0
C50606,2022-03-10,  Germany ,Paid Social,39.0
C50607,2022-04-18,Austria,Organic Search,41.0
C50608,2024-08-17,Austria,Organic Search,35.0
C50609,2024-10-09,Germany,Email,41.0
C50610,2022-05-11,DE,Paid Social,43.0
C50611,2023-06-03,Italy,Organic Search,41.0
C50612,2024-04-09,France,Direct,24.0
C50613,2024-09-06,Netherlands,Direct,35.0
C50614,2023-01-31,  Germany ,Organic Search,43.0
C50615,2023-08-03,Germany,Organic Search,57.0
C50616,2024-04-18,France,Organic Search,35.0
C50617,2024-04-07,Spain,Paid Social,45.0
C50618,2024-06-01,Germany,Direct,49.0
C50619,2023-10-07,Austria,Email,
C50620,2021-10-09,Netherlands,Organic Search,52.0
C50621,2024-10-01,Germany,Paid Social,52.0
C50622,2024-08-24,Germany,Organic Search,
C50623,2024-06-16,Germany,Paid Social,44.0
C50624,2021-09-28,France,Paid Social,66.0
C50625,2022-04-27,Netherlands,Email,31.0
C50626,2024-04-20,France,Paid Social,63.0
C50627,2021-03-15,Germany,Direct,
C50628,2024-12-12,Netherlands,Organic Search,54.0
C50629,2023-01-28,Netherlands,Referral,34.0
C50630,2024-03-25,DE,Organic Search,48.0
C50631,2024-09-15,France,Organic Search,55.0
C50632,2023-02-22,Germany,Direct,25.0
C50633,2022-11-03,Netherlands,Email,36.0
C50634,2023-11-22,GERMANY,Organic Search,18.0
C50635,2023-10-20,Germany,Paid Social,36.0
C50636,2023-03-14,Germany,Email,28.0
C50637,2023-11-13,Netherlands,Direct,35.0
C50638,2024-10-31,Netherlands,Email,73.0
C50639,2023-06-01,Germany,Organic Search,59.0
C50640,2022-04-13,Spain,Paid Social,21.0
C50641,2023-01-28,Spain,Organic Search,45.0
C50642,2023-02-21,Germany,Organic Search,48.0
C50643,2021-12-05,Netherlands,Email,34.0
C50644,2022-02-08,Germany,Referral,40.0
C50645,2024-02-16,Italy,Organic Search,41.0
C50646,2022-12-04,Germany,Referral,22.0
C50647,2024-11-19,Germany,Email,26.0
C50648,2022-07-04,France,Referral,40.0
C50649,2021-09-26,Germany,Organic Search,39.0
C50650,2024-05-01,Netherlands,Paid Social,29.0
C50651,2024-09-08,France,Organic Search,28.0
C50652,2022-08-31,GERMANY,Organic Search,37.0
C50653,2022-04-22,France,Organic Search,49.0
C50654,2022-03-23,Spain,Paid Social,37.0
C50655,2023-08-09,Austria,Organic Search,
C50656,2023-06-02,France,Organic Search,30.0
C50657,2022-07-31,Germany,Direct,40.0
C50658,2021-05-16,Germany,Referral,34.0
C50659,2023-06-19,Spain,Paid Social,45.0
C50660,2024-11-23,Austria,Direct,29.0
C50661,2024-01-11,France,Organic Search,61.0
C50662,2023-07-07,Spain,Paid Social,18.0
C50663,2021-10-22,Germany,Referral,59.0
C50664,2022-07-19,Netherlands,Paid Social,39.0
C50665,2022-09-26,GERMANY,Organic Search,45.0
C50666,2024-05-13,Germany,Paid Social,54.0
C50667,2024-09-04,France,Paid Social,48.0
C50668,2024-09-29,Germany,Email,29.0
C50669,2024-12-17,Italy,Paid Social,45.0
C50670,2024-12-15,Germany,Paid Social,60.0
C50671,2024-11-17,Austria,Organic Search,
C50672,2021-07-24,Austria,Paid Social,63.0
C50673,2021-12-19,NETHERLANDS,Organic Search,43.0
C50674,2022-10-11,Italy,Direct,33.0
C50675,2023-09-16,Germany,Referral,27.0
C50676,2021-09-22,Germany,Paid Social,35.0
C50677,2024-08-04,Germany,Referral,18.0
C50678,2023-12-01,GERMANY,Organic Search,33.0
C50679,2023-09-03,Spain,Paid Social,35.0
C50680,2022-02-12,France,Paid Social,25.0
C50681,2022-07-21,Germany,Paid Social,47.0
C50682,2022-02-03,Germany,Referral,35.0
C50683,2024-08-10,France,Direct,30.0
C50684,2023-10-24,Austria,Paid Social,34.0
C50685,2024-04-11,Germany,Paid Social,42.0
C50686,2022-09-28,AUSTRIA,Email,39.0
C50687,2023-01-19,Netherlands,Organic Search,30.0
C50688,2023-03-08,Austria,Organic Search,40.0
C50689,2024-05-08,Germany,Direct,
C50690,2024-05-21,Netherlands,Referral,24.0
C50691,2022-05-01,Germany,Direct,35.0
C50692,2024-11-06,Germany,Organic Search,45.0
C50693,2021-11-13,AUSTRIA,Organic Search,45.0
C50694,2024-09-23,Netherlands,Paid Social,35.0
C50695,2021-09-29,Germany,Direct,46.0
C50696,2022-08-08,SPAIN,Organic Search,
C50697,2024-08-05,Germany,Organic Search,27.0
C50698,2022-03-12,Netherlands,Organic Search,35.0
C50699,2023-03-20,Italy,Referral,56.0
C50700,2023-05-08,France,Referral,
C50701,2022-07-07,DE,Email,35.0
C50702,2024-03-15,Netherlands,Organic Search,57.0
C50703,2024-08-10,Austria,Email,35.0
C50704,2024-09-02,Netherlands,Paid Social,65.0
C50705,2022-12-04,NETHERLANDS,Organic Search,32.0
C50706,2023-08-20,Germany,Organic Search,26.0
C50707,2022-07-12,Austria,Paid Social,36.0
C50708,2022-07-06,Germany,Paid Social,35.0
C50709,2022-02-04,Italy,Direct,28.0
C50710,2024-11-05,DE,Paid Social,69.0
C50711,2024-09-15,Germany,Paid Social,42.0
C50712,2024-05-26,Spain,Email,44.0
C50713,2023-08-04,Germany,Email,32.0
C50714,2023-06-30,Germany,Organic Search,31.0
C50715,2023-08-19,Austria,Email,50.0
C50716,2023-08-27,GERMANY,Organic Search,18.0
C50717,2023-04-18,GERMANY,Paid Social,24.0
C50718,2021-12-07,France,Email,35.0
C50719,2021-11-24,  Germany ,Email,54.0
C50720,2024-11-16,Germany,Paid Social,34.0
C50721,2023-06-19,Germany,Organic Search,43.0
C50722,2024-11-17,Germany,Paid Social,38.0
C50723,2022-02-09,Germany,Paid Social,54.0
C50724,2023-09-18,Germany,Direct,19.0
C50725,2022-05-03,Netherlands,Paid Social,47.0
C50726,2022-07-21,Netherlands,Direct,36.0
C50727,2021-04-04,GERMANY,Paid Social,49.0
C50728,2021-11-09,Germany,Referral,28.0
C50729,2024-10-13,Spain,Organic Search,38.0
C50730,2022-11-07,NETHERLANDS,Organic Search,37.0
C50731,2023-11-21,Germany,Organic Search,26.0
C50732,2023-05-28,FRANCE,Organic Search,23.0
C50733,2023-03-02,Germany,Direct,31.0
C50734,2023-08-21,Austria,Email,40.0
C50735,2022-03-26,Spain,Email,29.0
C50736,2024-12-21,Spain,Paid Social,34.0
C50737,2024-07-07,Germany,Email,18.0
C50738,2024-04-18,Germany,Email,34.0
C50739,2023-06-02,  GERMANY ,Referral,50.0
C50740,2022-01-19,Germany,Email,46.0
C50741,2024-10-17,Germany,Referral,37.0
C50742,2022-12-07,Netherlands,Organic Search,41.0
C50743,2021-05-29,Germany,Direct,28.0
C50744,2022-12-08,Spain,Organic Search,57.0
C50745,2024-06-13,DE,Paid Social,63.0
C50746,2023-12-08,Germany,Direct,40.0
C50747,2024-04-28,Spain,Organic Search,69.0
C50748,2024-06-12,DE,Organic Search,30.0
C50749,2022-05-10,Germany,Paid Social,23.0
C50750,2024-10-20,Netherlands,Paid Social,29.0
C50751,2023-04-22,Germany,Direct,35.0
C50752,2023-12-27,Germany,Referral,66.0
C50753,2021-01-08,France,Paid Social,35.0
C50754,2024-12-25,GERMANY,Direct,28.0
C50755,2022-09-04,  NETHERLANDS ,Email,27.0
C50756,2021-06-29,Germany,Direct,52.0
C50757,2023-05-19,Netherlands,Organic Search,50.0
C50758,2021-12-01,Austria,Paid Social,32.0
C50759,2022-01-18,Germany,Organic Search,18.0
C50760,2023-12-19,Germany,Organic Search,24.0
C50761,2023-02-19,DE,Email,
C50762,2024-10-18,Austria,Organic Search,46.0
C50763,2022-11-03,Netherlands,Paid Social,39.0
C50764,2024-04-01,Netherlands,Email,60.0
C50765,2023-05-23,Germany,Organic Search,61.0
C50766,2024-01-19,Germany,Paid Social,38.0
C50767,2023-11-11,France,Email,38.0
C50768,2023-06-07,Germany,Direct,31.0
C50769,2024-11-14,Austria,Organic Search,35.0
C50770,2022-12-09,GERMANY,Direct,20.0
C50771,2022-03-07,Germany,Referral,20.0
C50772,2024-02-09,France,Email,18.0
C50773,2024-08-04,DE,Paid Social,
C50774,2021-05-03,Netherlands,Email,19.0
C50775,2023-05-08,France,Referral,61.0
C50776,2024-09-20,Spain,Organic Search,29.0
C50777,2024-04-27,Spain,Direct,59.0
C50778,2024-12-24,Spain,Direct,34.0
C50779,2023-08-21,NETHERLANDS,Paid Social,19.0
C50780,2024-01-19,Netherlands,Email,53.0
C50781,2022-10-08,Netherlands,Paid Social,55.0
C50782,2024-11-12,France,Referral,27.0
C50783,2023-01-12,GERMANY,Referral,34.0
C50784,2024-04-15,Netherlands,Organic Search,27.0
C50785,2023-03-06,Germany,Organic Search,37.0
C50786,2023-09-27,Germany,Paid Social,39.0
C50787,2024-03-25,Spain,Direct,34.0
C50788,2023-07-24,Germany,Paid Social,
C50789,2024-10-04,France,Direct,31.0
C50790,2023-03-28,Netherlands,Paid Social,46.0
C50791,2024-01-05,GERMANY,Organic Search,35.0
C50792,2022-12-08,Spain,Direct,34.0
C50793,2023-03-12,Germany,Email,27.0
C50794,2023-04-25,Spain,Paid Social,31.0
C50795,2021-11-24,Austria,Organic Search,55.0
C50796,2021-09-09,Germany,Organic Search,24.0
C50797,2024-01-28,Germany,Organic Search,47.0
C50798,2024-01-14,Germany,Paid Social,
C50799,2024-01-23,DE,Email,41.0
C50800,2021-03-04,Germany,Organic Search,29.0
C50801,2022-11-14,Italy,Organic Search,34.0
C50802,2022-04-15,Germany,Organic Search,38.0
C50803,2024-05-27,Spain,Paid Social,32.0
C50804,2024-08-19,GERMANY,Direct,42.0
C50805,2022-07-10,Italy,Paid Social,43.0
C50806,2024-01-28,Germany,Organic Search,64.0
C50807,2021-12-02,France,Email,41.0
C50808,2022-08-26,France,Direct,18.0
C50809,2021-12-21,Germany,Referral,
C50810,2022-09-08,Austria,Referral,36.0
C50811,2024-02-05,Germany,Direct,62.0
C50812,2024-10-07,France,Email,56.0
C50813,2022-04-23,DE,Direct,32.0
C50814,2023-09-03,Netherlands,Organic Search,47.0
C50815,2024-03-05,  Germany ,Referral,31.0
C50816,2024-11-17,Germany,Direct,
C50817,2023-11-23,Germany,Direct,46.0
C50818,2022-07-24,Germany,Paid Social,51.0
C50819,2023-12-11,Germany,Referral,49.0
C50820,2022-11-05,Italy,Organic Search,39.0
C50821,2024-12-09,France,Email,68.0
C50822,2023-03-01,Netherlands,Paid Social,34.0
C50823,2024-02-17,GERMANY,Email,19.0
C50824,2021-03-15,Germany,Email,21.0
C50825,2023-03-01,France,Paid Social,56.0
C50826,2024-09-02,Germany,Organic Search,37.0
C50827,2023-11-23,Germany,Paid Social,40.0
C50828,2023-04-30,France,Email,
C50829,2024-11-01,France,Email,33.0
C50830,2024-08-12,Italy,Referral,29.0
C50831,2022-11-08,  GERMANY ,Organic Search,44.0
C50832,2023-09-06,France,Referral,37.0
C50833,2023-06-29,Germany,Email,43.0
C50834,2023-12-19,Germany,Organic Search,42.0
C50835,2022-11-26,Austria,Paid Social,33.0
C50836,2022-07-05,Germany,Paid Social,20.0
C50837,2024-10-09,Netherlands,Paid Social,19.0
C50838,2024-10-20,Germany,Organic Search,74.0
C50839,2024-08-02,GERMANY,Organic Search,56.0
C50840,2024-12-11,Italy,Organic Search,54.0
C50841,2024-04-22,Germany,Organic Search,30.0
C50842,2024-05-12,Austria,Organic Search,38.0
C50843,2024-05-10,Germany,Referral,28.0
C50844,2023-06-17,Italy,Paid Social,22.0
C50845,2023-05-17,Germany,Paid Social,31.0
C50846,2022-06-29,Germany,Email,54.0
C50847,2024-01-02,  Austria ,Paid Social,48.0
C50848,2022-09-17,Germany,Organic Search,
C50849,2022-07-28,Germany,Organic Search,34.0
C50850,2023-10-26,Italy,Organic Search,47.0
C50851,2023-03-15,France,Email,
C50852,2022-05-22,Netherlands,Paid Social,39.0
C50853,2024-07-05,Netherlands,Paid Social,43.0
C50854,2024-08-19,  Spain ,Email,43.0
C50855,2022-02-17,SPAIN,Direct,41.0
C50856,2021-01-25,France,Paid Social,30.0
C50857,2022-11-29,Germany,Paid Social,
C50858,2024-06-16,Germany,Paid Social,24.0
C50859,2024-07-28,Netherlands,Email,19.0
C50860,2021-12-20,SPAIN,Referral,37.0
C50861,2024-05-23,France,Email,48.0
C50862,2021-11-02,Germany,Organic Search,21.0
C50863,2023-02-15,Germany,Paid Social,41.0
C50864,2024-12-30,France,Referral,47.0
C50865,2022-04-05,Spain,Paid Social,18.0
C50866,2022-01-21,Germany,Direct,35.0
C50867,2023-04-02,Netherlands,Paid Social,58.0
C50868,2023-12-04,Austria,Paid Social,45.0
C50869,2024-10-29,Italy,Paid Social,18.0
C50870,2024-12-14,DE,Paid Social,46.0
C50871,2021-07-18,Italy,Referral,
C50872,2021-12-20,Netherlands,Organic Search,46.0
C50873,2024-06-09,Austria,Email,30.0
C50874,2022-08-18,GERMANY,Email,37.0
C50875,2024-09-12,France,Direct,32.0
C50876,2024-01-23,Netherlands,Email,38.0
C50877,2021-10-25,Germany,Direct,31.0
C50878,2024-07-22,FRANCE,Direct,35.0
C50879,2022-03-06,France,Paid Social,24.0
C50880,2023-04-03,France,Direct,44.0
C50881,2023-09-15,Germany,Direct,40.0
C50882,2023-07-13,France,Organic Search,19.0
C50883,2024-02-18,Germany,Email,50.0
C50884,2024-01-11,Spain,Organic Search,36.0
C50885,2024-12-24,Italy,Email,40.0
C50886,2024-12-31,Germany,Organic Search,47.0
C50887,2023-08-02,Germany,Referral,42.0
C50888,2021-09-17,Germany,Paid Social,52.0
C50889,2024-04-03,France,Email,34.0
C50890,2024-12-10,Spain,Organic Search,50.0
C50891,2022-11-02,France,Email,39.0
C50892,2023-05-23,Germany,Paid Social,44.0
C50893,2023-04-04,Germany,Email,43.0
C50894,2021-06-02,Germany,Paid Social,53.0
C50895,2024-02-02,Spain,Organic Search,47.0
C50896,2022-12-24,Netherlands,Paid Social,33.0
C50897,2024-06-05,  France ,Direct,30.0
C50898,2024-07-21,Germany,Organic Search,37.0
C50899,2024-07-10,Italy,Email,29.0
C50900,2023-03-24,Germany,Organic Search,25.0
C50901,2022-11-07,Spain,Email,18.0
C50902,2024-04-26,Spain,Organic Search,19.0
C50903,2024-06-20,France,Paid Social,62.0
C50904,2023-07-01,Spain,Paid Social,30.0
C50905,2024-09-20,Germany,Organic Search,61.0
C50906,2022-01-01,Netherlands,Paid Social,43.0
C50907,2024-09-06,Germany,Paid Social,37.0
C50908,2021-09-20,France,Paid Social,20.0
C50909,2022-01-20,Germany,Direct,
C50910,2023-08-24,Germany,Paid Social,61.0
C50911,2021-07-13,Germany,Direct,57.0
C50912,2021-06-05,Germany,Paid Social,41.0
C50913,2021-01-02,Netherlands,Organic Search,24.0
C50914,2023-04-20,France,Organic Search,
C50915,2024-05-23,Germany,Paid Social,28.0
C50916,2021-04-17,Italy,Paid Social,53.0
C50917,2024-01-11,Italy,Direct,58.0
C50918,2024-07-12,Germany,Email,40.0
C50919,2022-02-18,Germany,Email,34.0
C50920,2022-01-07,  Netherlands ,Paid Social,57.0
C50921,2024-08-19,AUSTRIA,Paid Social,26.0
C50922,2024-07-12,  Germany ,Email,39.0
C50923,2023-08-30,Austria,Organic Search,44.0
C50924,2024-07-08,Germany,Organic Search,28.0
C50925,2021-09-12,Germany,Organic Search,30.0
C50926,2023-02-21,Austria,Organic Search,29.0
C50927,2024-04-14,Netherlands,Email,55.0
C50928,2022-07-28,Spain,Organic Search,61.0
C50929,2024-04-29,Germany,Organic Search,39.0
C50930,2023-07-18,Germany,Direct,35.0
C50931,2024-04-27,Germany,Direct,31.0
C50932,2023-05-28,Germany,Paid Social,38.0
C50933,2023-01-15,Germany,Paid Social,31.0
C50934,2022-05-23,France,Referral,37.0
C50935,2022-05-04,France,Organic Search,43.0
C50936,2024-04-29,  Netherlands ,Paid Social,33.0
C50937,2021-11-09,Germany,Organic Search,36.0
C50938,2021-08-27,Germany,Paid Social,36.0
C50939,2022-03-05,Netherlands,Direct,34.0
C50940,2022-03-04,Germany,Referral,33.0
C50941,2024-07-12,Spain,Direct,47.0
C50942,2023-02-27,Germany,Referral,18.0
C50943,2024-12-23,  France ,Email,57.0
C50944,2021-12-18,Spain,Referral,40.0
C50945,2024-01-12,France,Email,45.0
C50946,2023-05-07,Netherlands,Paid Social,47.0
C50947,2023-02-19,Netherlands,Organic Search,30.0
C50948,2024-09-02,Germany,Paid Social,27.0
C50949,2024-12-09,Netherlands,Organic Search,26.0
C50950,2024-08-31,Spain,Paid Social,35.0
C50951,2022-04-05,Italy,Organic Search,46.0
C50952,2022-05-26,France,Email,31.0
C50953,2024-01-15,Germany,Organic Search,45.0
C50954,2022-09-17,Austria,Organic Search,
C50955,2024-04-11,France,Paid Social,33.0
C50956,2023-10-02,Germany,Organic Search,52.0
C50957,2023-09-14,DE,Direct,36.0
C50958,2024-07-18,Germany,Paid Social,28.0
C50959,2024-03-15,France,Paid Social,30.0
C50960,2021-03-25,Germany,Organic Search,18.0
C50961,2021-05-28,Germany,Referral,26.0
C50962,2023-11-13,Germany,Email,51.0
C50963,2023-06-25,Italy,Paid Social,31.0
C50964,2022-08-01,Germany,Organic Search,32.0
C50965,2023-03-27,GERMANY,Referral,18.0
C50966,2024-05-05,France,Direct,18.0
C50967,2024-07-16,Germany,Paid Social,52.0
C50968,2023-09-26,  Italy ,Organic Search,45.0
C50969,2023-02-09,Spain,Organic Search,22.0
C50970,2022-08-18,Germany,Organic Search,30.0
C50971,2023-08-09,France,Referral,38.0
C50972,2022-10-27,Germany,Direct,24.0
C50973,2023-09-30,Germany,Direct,18.0
C50974,2024-02-07,Germany,Referral,36.0
C50975,2021-07-10,Germany,Organic Search,45.0
C50976,2021-01-04,Germany,Direct,45.0
C50977,2022-05-11,France,Paid Social,49.0
C50978,2024-09-22,Germany,Paid Social,19.0
C50979,2024-01-04,Germany,Email,39.0
C50980,2022-02-25,France,Organic Search,35.0
C50981,2024-09-17,France,Referral,
C50982,2023-06-04,Germany,Direct,35.0
C50983,2023-06-12,Germany,Referral,30.0
C50984,2024-10-31,Germany,Referral,18.0
C50985,2021-06-23,GERMANY,Paid Social,52.0
C50986,2022-05-16,Austria,Organic Search,42.0
C50987,2023-10-26,Spain,Referral,20.0
C50988,2022-04-10,Germany,Email,44.0
C50989,2024-02-10,GERMANY,Direct,33.0
C50990,2022-05-14,Austria,Organic Search,33.0
C50991,2021-09-27,Netherlands,Organic Search,29.0
C50992,2022-05-01,Germany,Paid Social,44.0
C50993,2023-04-02,Germany,Email,28.0
C50994,2022-03-05,France,Referral,25.0
C50995,2021-12-13,France,Direct,52.0
C50996,2024-08-19,DE,Organic Search,36.0
C50997,2022-11-05,Germany,Paid Social,36.0
C50998,2023-01-04,Germany,Organic Search,
C50999,2021-06-12,Germany,Organic Search,30.0
C51000,2022-12-30,  France ,Paid Social,32.0
C51001,2022-08-09,Netherlands,Email,42.0
C51002,2023-11-24,France,Paid Social,
C51003,2022-04-28,Germany,Paid Social,41.0
C51004,2024-09-15,Germany,Email,29.0
C51005,2024-10-26,Spain,Referral,48.0
C51006,2021-09-28,France,Organic Search,45.0
C51007,2021-10-15,Germany,Paid Social,43.0
C51008,2021-11-01,Germany,Email,19.0
C51009,2023-12-04,Austria,Referral,37.0
C51010,2021-11-16,Austria,Referral,24.0
C51011,2024-08-11,SPAIN,Organic Search,38.0
C51012,2024-05-01,Netherlands,Paid Social,18.0
C51013,2024-07-09,France,Direct,20.0
C51014,2023-08-14,FRANCE,Paid Social,52.0
C51015,2024-12-28,Germany,Paid Social,
C51016,2021-05-13,Netherlands,Direct,34.0
C51017,2023-03-03,Netherlands,Organic Search,27.0
C51018,2022-11-10,Germany,Email,25.0
C51019,2024-11-13,Spain,Direct,40.0
C51020,2023-10-15,Germany,Organic Search,34.0
C51021,2024-06-25,GERMANY,Email,57.0
C51022,2022-02-22,Germany,Paid Social,36.0
C51023,2024-12-11,Spain,Direct,39.0
C51024,2023-07-11,Spain,Direct,21.0
C51025,2023-07-04,France,Direct,34.0
C51026,2024-12-04,Italy,Organic Search,40.0
C51027,2023-02-02,  Spain ,Referral,34.0
C51028,2023-02-26,Spain,Direct,32.0
C51029,2023-10-24,Spain,Email,42.0
C51030,2021-11-29,Germany,Email,56.0
C51031,2022-11-06,Austria,Organic Search,40.0
C51032,2022-04-06,FRANCE,Direct,52.0
C51033,2021-10-06,Austria,Organic Search,45.0
C51034,2024-08-24,Germany,Paid Social,51.0
C51035,2023-10-30,Austria,Direct,31.0
C51036,2023-01-01,Italy,Direct,36.0
C51037,2023-03-13,Germany,Direct,36.0
C51038,2023-04-13,DE,Paid Social,45.0
C51039,2023-12-20,Germany,Organic Search,48.0
C51040,2024-10-23,Germany,Paid Social,40.0
C51041,2024-10-29,Germany,Organic Search,
C51042,2023-02-17,Austria,Direct,31.0
C51043,2022-11-18,France,Email,49.0
C51044,2023-05-10,Germany,Paid Social,50.0
C51045,2023-10-04,Netherlands,Organic Search,46.0
C51046,2023-05-24,Germany,Paid Social,40.0
C51047,2024-01-18,DE,Direct,47.0
C51048,2023-09-18,SPAIN,Email,27.0
C51049,2022-11-05,Netherlands,Organic Search,40.0
C51050,2022-12-13,DE,Organic Search,42.0
C51051,2023-01-30,Netherlands,Paid Social,22.0
C51052,2021-09-16,ITALY,Organic Search,44.0
C51053,2022-02-14,Germany,Direct,23.0
C51054,2024-03-29,Germany,Email,33.0
C51055,2023-02-14,Germany,Organic Search,38.0
C51056,2022-05-15,France,Referral,29.0
C51057,2023-09-28,Netherlands,Paid Social,39.0
C51058,2024-05-03,Austria,Organic Search,39.0
C51059,2022-07-28,Germany,Email,28.0
C51060,2024-07-16,Germany,Organic Search,45.0
C51061,2024-10-24,Netherlands,Paid Social,
C51062,2023-11-08,Italy,Referral,65.0
C51063,2024-01-29,Germany,Direct,37.0
C51064,2021-06-05,Germany,Paid Social,24.0
C51065,2024-11-10,Germany,Email,26.0
C51066,2023-02-19,France,Organic Search,52.0
C51067,2024-10-20,Germany,Email,33.0
C51068,2023-10-18,Germany,Organic Search,22.0
C51069,2021-01-16,Netherlands,Email,48.0
C51070,2021-04-28,Germany,Organic Search,33.0
C51071,2024-02-11,GERMANY,Direct,46.0
C51072,2023-09-28,Germany,Direct,49.0
C51073,2021-03-25,Spain,Paid Social,41.0
C51074,2024-04-20,Germany,Referral,67.0
C51075,2024-08-10,Germany,Organic Search,18.0
C51076,2023-07-08,Germany,Referral,28.0
C51077,2023-05-29,Netherlands,Organic Search,35.0
C51078,2021-01-19,DE,Organic Search,
C51079,2024-06-04,Germany,Email,60.0
C51080,2022-11-21,Germany,Paid Social,53.0
C51081,2024-09-06,Germany,Paid Social,28.0
C51082,2023-01-22,Netherlands,Paid Social,30.0
C51083,2023-10-01,Italy,Organic Search,28.0
C51084,2022-08-18,France,Organic Search,29.0
C51085,2022-02-03,Germany,Email,56.0
C51086,2024-05-23,Austria,Email,35.0
C51087,2023-07-08,Austria,Organic Search,37.0
C51088,2023-08-27,GERMANY,Paid Social,47.0
C51089,2024-11-29,Germany,Email,18.0
C51090,2024-11-27,Germany,Email,39.0
C51091,2024-08-14,Austria,Referral,25.0
C51092,2022-03-27,  Netherlands ,Paid Social,34.0
C51093,2023-11-05,DE,Paid Social,31.0
C51094,2024-09-05,Spain,Email,30.0
C51095,2023-01-24,Germany,Paid Social,41.0
C51096,2021-10-01,Germany,Organic Search,41.0
C51097,2024-06-30,Germany,Organic Search,35.0
C51098,2023-06-19,DE,Referral,42.0
C51099,2023-09-30,Netherlands,Organic Search,28.0
C51100,2024-12-15,Germany,Email,46.0
C51101,2023-11-20,Germany,Email,36.0
C51102,2023-04-05,Austria,Paid Social,32.0
C51103,2023-01-18,Austria,Referral,28.0
C51104,2023-03-26,Netherlands,Email,35.0
C51105,2021-11-08,Germany,Organic Search,60.0
C51106,2024-06-13,Spain,Referral,37.0
C51107,2024-07-27,AUSTRIA,Paid Social,24.0
C51108,2022-09-10,Netherlands,Paid Social,49.0
C51109,2022-10-10,Netherlands,Email,32.0
C51110,2024-09-02,Spain,Email,41.0
C51111,2021-03-17,Italy,Paid Social,31.0
C51112,2023-08-07,Netherlands,Direct,53.0
C51113,2023-05-26,Germany,Email,31.0
C51114,2024-02-22,Germany,Email,55.0
C51115,2022-02-09,  AUSTRIA ,Organic Search,25.0
C51116,2024-01-29,Netherlands,Organic Search,34.0
C51117,2023-01-27,Germany,Paid Social,55.0
C51118,2023-12-03,Germany,Email,40.0
C51119,2021-05-02,Spain,Paid Social,65.0
C51120,2023-05-24,Spain,Referral,35.0
C51121,2023-08-09,Italy,Organic Search,41.0
C51122,2022-05-14,France,Email,61.0
C51123,2021-12-23,Austria,Referral,20.0
C51124,2022-03-28,Spain,Referral,18.0
C51125,2022-12-11,  Germany ,Referral,28.0
C51126,2021-09-21,Germany,Direct,48.0
C51127,2024-11-12,Italy,Organic Search,
C51128,2023-03-08,Germany,Email,45.0
C51129,2024-06-28,Netherlands,Direct,44.0
C51130,2024-12-07,Netherlands,Email,62.0
C51131,2021-08-15,Netherlands,Organic Search,51.0
C51132,2024-01-10,Germany,Direct,42.0
C51133,2024-08-30,Austria,Organic Search,54.0
C51134,2023-12-21,Germany,Paid Social,44.0
C51135,2023-04-10,  Spain ,Organic Search,32.0
C51136,2023-04-13,Germany,Paid Social,24.0
C51137,2021-04-20,Netherlands,Paid Social,31.0
C51138,2023-08-25,AUSTRIA,Paid Social,38.0
C51139,2024-12-25,Germany,Direct,40.0
C51140,2024-11-23,Germany,Paid Social,18.0
C51141,2021-05-03,Austria,Paid Social,35.0
C51142,2024-03-10,Germany,Direct,
C51143,2022-10-07,Germany,Referral,45.0
C51144,2024-09-30,France,Organic Search,58.0
C51145,2021-05-16,Italy,Organic Search,40.0
C51146,2024-11-01,France,Email,27.0
C51147,2024-07-27,Germany,Referral,18.0
C51148,2021-11-06,ITALY,Email,46.0
C51149,2021-06-24,France,Organic Search,28.0
C51150,2024-07-24,France,Referral,
C51151,2022-01-25,Germany,Email,55.0
C51152,2023-08-25,Germany,Email,19.0
C51153,2024-10-12,Germany,Direct,45.0
C51154,2023-10-04,Netherlands,Referral,54.0
C51155,2023-02-25,Germany,Email,50.0
C51156,2023-05-02,Netherlands,Email,18.0
C51157,2021-07-02,Germany,Email,28.0
C51158,2024-12-02,Germany,Paid Social,23.0
C51159,2022-10-21,Germany,Paid Social,44.0
C51160,2022-03-30,France,Email,43.0
C51161,2022-09-12,AUSTRIA,Email,18.0
C51162,2024-11-28,Germany,Paid Social,34.0
C51163,2021-09-15,Germany,Organic Search,48.0
C51164,2024-08-26,DE,Email,40.0
C51165,2024-03-12,Austria,Email,40.0
C51166,2024-07-19,Germany,Paid Social,34.0
C51167,2024-12-09,AUSTRIA,Paid Social,25.0
